Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
0.000184915   	2.269256e-01	1.134825e-01	1.134432e-01	8.542767e-01	1.640310e-01	6.902457e-01	-2.631074e-01	1.965146e-05	-9.966112e-06	-1.413214e-06	-1.067272e-05	9.259505e-06
0.000188185   	2.258836e-01	1.129655e-01	1.129181e-01	8.532555e-01	1.640228e-01	6.892327e-01	-2.626050e-01	2.371524e-05	-9.841555e-06	-1.572649e-06	-1.062788e-05	9.055231e-06
0.000191455   	2.248318e-01	1.124333e-01	1.123985e-01	8.521965e-01	1.640125e-01	6.881839e-01	-2.620857e-01	1.737683e-05	-7.230898e-06	-2.806504e-06	-8.634150e-06	5.827646e-06
0.000194725   	2.238533e-01	1.119450e-01	1.119083e-01	8.512901e-01	1.640160e-01	6.872741e-01	-2.616291e-01	1.835116e-05	-6.850582e-06	-3.277454e-06	-8.489309e-06	5.211855e-06
0.000197994   	2.228991e-01	1.114657e-01	1.114334e-01	8.504147e-01	1.640231e-01	6.863916e-01	-2.611843e-01	1.612077e-05	-4.905183e-06	-2.521549e-06	-6.165958e-06	3.644408e-06
0.000201263   	2.219854e-01	1.110134e-01	1.109720e-01	8.496045e-01	1.640320e-01	6.855725e-01	-2.607703e-01	2.066903e-05	-5.032904e-06	5.341356e-07	-4.765836e-06	5.299972e-06
0.000204532   	2.210699e-01	1.105541e-01	1.105158e-01	8.487532e-01	1.640356e-01	6.847176e-01	-2.603410e-01	1.911974e-05	-3.015680e-06	2.230042e-06	-1.900659e-06	4.130701e-06
0.000207802   	2.201627e-01	1.100946e-01	1.100681e-01	8.478863e-01	1.640347e-01	6.838516e-01	-2.599084e-01	1.322365e-05	-1.465263e-07	3.019154e-06	1.363051e-06	1.656103e-06
0.000211071   	2.193099e-01	1.096657e-01	1.096442e-01	8.471472e-01	1.640466e-01	6.831007e-01	-2.595270e-01	1.075477e-05	1.258420e-06	5.876220e-06	4.196530e-06	1.679690e-06
0.00021434    	2.184601e-01	1.092451e-01	1.092150e-01	8.463876e-01	1.640561e-01	6.823316e-01	-2.591377e-01	1.504269e-05	-1.054309e-06	2.095444e-06	-6.586639e-09	2.102030e-06
0.000217611   	2.176640e-01	1.088464e-01	1.088176e-01	8.457331e-01	1.640737e-01	6.816593e-01	-2.587928e-01	1.441013e-05	-1.317254e-06	-1.778760e-07	-1.406192e-06	1.228316e-06
0.000220881   	2.169202e-01	1.084767e-01	1.084435e-01	8.451718e-01	1.640974e-01	6.810744e-01	-2.584885e-01	1.661453e-05	-1.239937e-06	8.484491e-07	-8.157123e-07	1.664161e-06
0.000224152   	2.161059e-01	1.080632e-01	1.080427e-01	8.444324e-01	1.641061e-01	6.803263e-01	-2.581101e-01	1.028674e-05	2.208593e-06	1.924515e-06	3.170851e-06	-1.246336e-06
0.000227423   	2.153771e-01	1.077054e-01	1.076717e-01	8.438816e-01	1.641308e-01	6.797509e-01	-2.578100e-01	1.685617e-05	3.138917e-06	9.519908e-06	7.898871e-06	1.621037e-06
0.000230694   	2.146739e-01	1.073507e-01	1.073232e-01	8.433902e-01	1.641647e-01	6.792254e-01	-2.575304e-01	1.370250e-05	4.626125e-06	9.805163e-06	9.528706e-06	2.764565e-07
0.000233965   	2.139431e-01	1.069864e-01	1.069567e-01	8.427846e-01	1.641818e-01	6.786028e-01	-2.572105e-01	1.486281e-05	4.498413e-06	9.171268e-06	9.084047e-06	8.722119e-08
0.000237236   	2.132331e-01	1.066366e-01	1.065964e-01	8.422142e-01	1.642019e-01	6.780123e-01	-2.569052e-01	2.008105e-05	5.408331e-07	3.591982e-06	2.336824e-06	1.255158e-06
0.000240508   	2.125305e-01	1.062876e-01	1.062429e-01	8.416516e-01	1.642216e-01	6.774300e-01	-2.566042e-01	2.236538e-05	-9.975848e-07	2.276444e-06	1.406373e-07	2.135807e-06
0.00024378    	2.118735e-01	1.059509e-01	1.059226e-01	8.411667e-01	1.642479e-01	6.769187e-01	-2.563354e-01	1.410386e-05	2.428622e-06	5.192613e-06	5.024928e-06	1.676847e-07
0.000247052   	2.112333e-01	1.056335e-01	1.055998e-01	8.407218e-01	1.642791e-01	6.764427e-01	-2.560818e-01	1.682714e-05	2.907587e-06	8.422557e-06	7.118865e-06	1.303691e-06
0.000250324   	2.105828e-01	1.053081e-01	1.052748e-01	8.402446e-01	1.643052e-01	6.759394e-01	-2.558171e-01	1.664656e-05	4.977550e-06	1.183154e-05	1.089332e-05	9.382189e-07
0.000253596   	2.099603e-01	1.049946e-01	1.049658e-01	8.398105e-01	1.643352e-01	6.754753e-01	-2.555701e-01	1.440562e-05	7.064620e-06	1.562295e-05	1.487609e-05	7.468541e-07
0.000256868   	2.093412e-01	1.046994e-01	1.046418e-01	8.393612e-01	1.643605e-01	6.750007e-01	-2.553201e-01	2.876924e-05	8.991764e-07	1.327319e-05	7.535772e-06	5.737419e-06
0.00026014    	2.087295e-01	1.043941e-01	1.043355e-01	8.389159e-01	1.643872e-01	6.745286e-01	-2.550707e-01	2.930716e-05	-3.277785e-07	8.702055e-06	4.023249e-06	4.678806e-06
0.000263412   	2.081887e-01	1.041299e-01	1.040587e-01	8.386395e-01	1.644300e-01	6.742095e-01	-2.548898e-01	3.559672e-05	-1.950943e-06	1.089579e-05	3.496951e-06	7.398837e-06
0.000266684   	2.076083e-01	1.038338e-01	1.037745e-01	8.382595e-01	1.644639e-01	6.737956e-01	-2.546658e-01	2.966914e-05	-1.299607e-06	6.680275e-06	2.040530e-06	4.639744e-06
0.000269956   	2.070349e-01	1.035459e-01	1.034889e-01	8.378905e-01	1.644967e-01	6.733938e-01	-2.544485e-01	2.850580e-05	-1.762149e-08	8.654710e-06	4.309733e-06	4.344976e-06
0.000273228   	2.065142e-01	1.032764e-01	1.032378e-01	8.376285e-01	1.645376e-01	6.730910e-01	-2.542767e-01	1.931678e-05	3.197242e-06	8.824482e-06	7.609483e-06	1.214999e-06
0.000276501   	2.059506e-01	1.030074e-01	1.029431e-01	8.372350e-01	1.645656e-01	6.726694e-01	-2.540519e-01	3.215772e-05	-1.262471e-06	1.079042e-05	4.132738e-06	6.657680e-06
0.000279773   	2.054233e-01	1.027411e-01	1.026823e-01	8.369248e-01	1.646027e-01	6.723221e-01	-2.538597e-01	2.939358e-05	-9.363510e-07	1.142730e-05	4.777301e-06	6.650003e-06
0.000283046   	2.049335e-01	1.025003e-01	1.024331e-01	8.367193e-01	1.646503e-01	6.720690e-01	-2.537093e-01	3.360324e-05	-2.732226e-06	1.051967e-05	2.527611e-06	7.992063e-06
0.00028632    	2.044031e-01	1.022271e-01	1.021760e-01	8.363822e-01	1.646812e-01	6.717011e-01	-2.535100e-01	2.552984e-05	-1.484799e-07	8.023409e-06	3.863225e-06	4.160185e-06
0.000289594   	2.038733e-01	1.019465e-01	1.019268e-01	8.360275e-01	1.647088e-01	6.713186e-01	-2.533049e-01	9.866999e-06	5.170028e-06	4.745596e-06	7.542826e-06	-2.797231e-06
0.000292869   	2.033779e-01	1.016932e-01	1.016847e-01	8.357660e-01	1.647484e-01	6.710176e-01	-2.531346e-01	4.264310e-06	6.451046e-06	3.672345e-06	8.287218e-06	-4.614873e-06
0.000296144   	2.029075e-01	1.014562e-01	1.014513e-01	8.355348e-01	1.647874e-01	6.707474e-01	-2.529800e-01	2.483480e-06	4.922336e-06	-5.787979e-07	4.632937e-06	-5.211735e-06
0.00029942    	2.024959e-01	1.012520e-01	1.012439e-01	8.354430e-01	1.648422e-01	6.706008e-01	-2.528793e-01	4.044575e-06	4.534289e-06	-2.117227e-06	3.475676e-06	-5.592903e-06
0.000302696   	2.020341e-01	1.010199e-01	1.010141e-01	8.352343e-01	1.648848e-01	6.703495e-01	-2.527324e-01	2.917163e-06	5.046088e-06	-2.747612e-06	3.672282e-06	-6.419894e-06
0.000305974   	2.015591e-01	1.007831e-01	1.007761e-01	8.349841e-01	1.649246e-01	6.700595e-01	-2.525674e-01	3.477019e-06	5.845418e-06	3.815157e-07	6.036176e-06	-5.654660e-06
0.000309252   	2.010800e-01	1.005450e-01	1.005350e-01	8.347023e-01	1.649585e-01	6.697439e-01	-2.523927e-01	4.971440e-06	7.109699e-06	5.141285e-06	9.680342e-06	-4.539057e-06
