Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
1.19998e-06   	6.373005e+02	3.186432e+02	3.186573e+02	1.565901e+03	2.431439e+02	1.322757e+03	-5.398068e+02	-7.049592e-03	1.487139e-03	1.033606e-02	6.655167e-03	3.680889e-03
2.5756e-06    	-3.380547e+02	-1.690336e+02	-1.690211e+02	-8.301016e+02	-1.290187e+02	-7.010829e+02	2.860321e+02	-6.209597e-03	-1.073665e-02	-5.321766e-02	-3.734548e-02	-1.587218e-02
3.93403e-06   	1.131437e+00	5.690242e-01	5.624129e-01	2.647606e+00	3.370090e-01	2.310597e+00	-9.867941e-01	3.305617e-03	1.775926e-03	1.210324e-02	7.827545e-03	4.275694e-03
5.44168e-06   	7.014315e-01	3.526930e-01	3.487385e-01	1.470878e+00	1.941862e-01	1.276692e+00	-5.412530e-01	1.977272e-03	8.986449e-04	5.833620e-03	3.815455e-03	2.018165e-03
6.94154e-06   	6.542154e-01	3.277470e-01	3.264684e-01	1.412114e+00	1.886487e-01	1.223466e+00	-5.174085e-01	6.393355e-04	4.295050e-04	2.480553e-03	1.669781e-03	8.107715e-04
8.44704e-06   	6.113846e-01	3.058604e-01	3.055242e-01	1.347844e+00	1.874005e-01	1.160443e+00	-4.865214e-01	1.680554e-04	2.299084e-04	1.150224e-03	8.050205e-04	3.452037e-04
9.95379e-06   	5.922091e-01	2.961567e-01	2.960523e-01	1.331433e+00	1.907996e-01	1.140633e+00	-4.749169e-01	5.219159e-05	1.141106e-04	6.483066e-04	4.382639e-04	2.100427e-04
1.14669e-05   	5.713699e-01	2.856853e-01	2.856846e-01	1.305047e+00	1.911532e-01	1.113894e+00	-4.613705e-01	3.449532e-07	7.557501e-05	4.960488e-04	3.235994e-04	1.724494e-04
1.29892e-05   	5.474755e-01	2.737423e-01	2.737332e-01	1.267267e+00	1.885711e-01	1.078696e+00	-4.450624e-01	4.527354e-06	4.005733e-05	4.088431e-04	2.444789e-04	1.643642e-04
1.45209e-05   	5.271347e-01	2.635708e-01	2.635639e-01	1.235997e+00	1.862246e-01	1.049772e+00	-4.317738e-01	3.439231e-06	1.963341e-05	3.545363e-04	1.969016e-04	1.576348e-04
1.60613e-05   	5.107116e-01	2.553575e-01	2.553541e-01	1.212910e+00	1.847621e-01	1.028148e+00	-4.216930e-01	1.685280e-06	6.659531e-06	3.102871e-04	1.618031e-04	1.484840e-04
1.76098e-05   	4.963223e-01	2.481559e-01	2.481664e-01	1.193618e+00	1.836293e-01	1.009989e+00	-4.131799e-01	-5.220263e-06	2.277258e-07	2.778282e-04	1.391418e-04	1.386864e-04
1.91657e-05   	4.827055e-01	2.413513e-01	2.413542e-01	1.175057e+00	1.825060e-01	9.925513e-01	-4.050226e-01	-1.484521e-06	-9.577314e-06	2.438763e-04	1.123608e-04	1.315154e-04
2.07286e-05   	4.706033e-01	2.352571e-01	2.353462e-01	1.159301e+00	1.815548e-01	9.777464e-01	-3.980958e-01	-4.455175e-05	-3.962587e-06	2.105913e-04	1.013331e-04	1.092582e-04
2.22978e-05   	4.592179e-01	2.295712e-01	2.296467e-01	1.144618e+00	1.806451e-01	9.639730e-01	-3.916639e-01	-3.777250e-05	-1.072469e-05	1.902018e-04	8.437621e-05	1.058256e-04
2.38734e-05   	4.484035e-01	2.241803e-01	2.242233e-01	1.130413e+00	1.797395e-01	9.506736e-01	-3.854670e-01	-2.150664e-05	-2.118707e-05	1.671363e-04	6.238107e-05	1.047552e-04
2.54553e-05   	4.382630e-01	2.190950e-01	2.191680e-01	1.116974e+00	1.788547e-01	9.381190e-01	-3.796321e-01	-3.651681e-05	-2.074061e-05	1.477626e-04	5.314068e-05	9.462189e-05
2.70429e-05   	4.287198e-01	2.143077e-01	2.144121e-01	1.104338e+00	1.780240e-01	9.263136e-01	-3.741448e-01	-5.216199e-05	-1.862198e-05	1.337483e-04	4.825219e-05	8.549615e-05
2.86354e-05   	4.200293e-01	2.099480e-01	2.100813e-01	1.093300e+00	1.772869e-01	9.160134e-01	-3.693632e-01	-6.667460e-05	-1.720073e-05	1.183172e-04	4.195787e-05	7.635932e-05
3.02318e-05   	4.118033e-01	2.058244e-01	2.059789e-01	1.082663e+00	1.765728e-01	9.060900e-01	-3.647586e-01	-7.724565e-05	-1.598555e-05	1.043624e-04	3.619567e-05	6.816678e-05
3.1831e-05    	4.040779e-01	2.019788e-01	2.020991e-01	1.072648e+00	1.759126e-01	8.967355e-01	-3.604114e-01	-6.016574e-05	-2.477029e-05	9.043927e-05	2.044935e-05	6.998992e-05
3.34326e-05   	3.967518e-01	1.983178e-01	1.984340e-01	1.063032e+00	1.752862e-01	8.877454e-01	-3.562296e-01	-5.811973e-05	-2.754713e-05	7.832745e-05	1.161660e-05	6.671086e-05
3.50359e-05   	3.898793e-01	1.948685e-01	1.950108e-01	1.054031e+00	1.747049e-01	8.793261e-01	-3.523106e-01	-7.114559e-05	-2.485813e-05	6.653649e-05	8.410120e-06	5.812637e-05
3.66408e-05   	3.835936e-01	1.917330e-01	1.918606e-01	1.046066e+00	1.741931e-01	8.718724e-01	-3.488397e-01	-6.379073e-05	-2.786530e-05	6.177153e-05	3.020462e-06	5.875107e-05
3.82473e-05   	3.776834e-01	1.887863e-01	1.888971e-01	1.038622e+00	1.737125e-01	8.649100e-01	-3.455988e-01	-5.541525e-05	-3.124593e-05	5.597631e-05	-3.257779e-06	5.923409e-05
3.98552e-05   	3.720356e-01	1.859712e-01	1.860644e-01	1.031379e+00	1.732552e-01	8.581235e-01	-3.424342e-01	-4.660994e-05	-3.419053e-05	5.060003e-05	-8.890513e-06	5.949054e-05
4.14646e-05   	3.666713e-01	1.832845e-01	1.833868e-01	1.024486e+00	1.728184e-01	8.516673e-01	-3.394245e-01	-5.112208e-05	-3.463873e-05	4.233689e-05	-1.347029e-05	5.580718e-05
4.30758e-05   	3.615033e-01	1.806931e-01	1.808102e-01	1.017737e+00	1.723956e-01	8.453418e-01	-3.364731e-01	-5.859221e-05	-3.393909e-05	3.339914e-05	-1.723952e-05	5.063866e-05
4.46889e-05   	3.565852e-01	1.782210e-01	1.783642e-01	1.011259e+00	1.719936e-01	8.392658e-01	-3.336361e-01	-7.156477e-05	-2.906617e-05	2.914642e-05	-1.449296e-05	4.363938e-05
4.63039e-05   	3.519523e-01	1.759075e-01	1.760447e-01	1.005204e+00	1.716256e-01	8.335781e-01	-3.309762e-01	-6.859162e-05	-3.007796e-05	2.587735e-05	-1.713928e-05	4.301663e-05
4.79208e-05   	3.475281e-01	1.736853e-01	1.738427e-01	9.994595e-01	1.712779e-01	8.281816e-01	-3.284518e-01	-7.869406e-05	-2.759308e-05	2.154452e-05	-1.682082e-05	3.836534e-05
4.95395e-05   	3.432554e-01	1.715387e-01	1.717168e-01	9.938731e-01	1.709473e-01	8.229258e-01	-3.259892e-01	-8.906095e-05	-2.487926e-05	1.372438e-05	-1.801707e-05	3.174146e-05
5.11599e-05   	3.391752e-01	1.695062e-01	1.696691e-01	9.885513e-01	1.706376e-01	8.179137e-01	-3.236381e-01	-8.146123e-05	-2.760192e-05	9.841767e-06	-2.268104e-05	3.252280e-05
5.27819e-05   	3.352598e-01	1.675363e-01	1.677235e-01	9.834071e-01	1.703392e-01	8.130679e-01	-3.213643e-01	-9.364130e-05	-2.429587e-05	3.855131e-06	-2.236830e-05	2.622343e-05
5.44055e-05   	3.315031e-01	1.656539e-01	1.658492e-01	9.784567e-01	1.700515e-01	8.084052e-01	-3.191769e-01	-9.766174e-05	-2.337118e-05	-1.721420e-06	-2.423189e-05	2.251047e-05
5.60304e-05   	3.279192e-01	1.638613e-01	1.640578e-01	9.737229e-01	1.697759e-01	8.039470e-01	-3.170855e-01	-9.824751e-05	-2.307919e-05	-5.619392e-06	-2.588889e-05	2.026950e-05
5.76563e-05   	3.244682e-01	1.621296e-01	1.623386e-01	9.691294e-01	1.695041e-01	7.996253e-01	-3.150606e-01	-1.044798e-04	-2.143317e-05	-1.043396e-05	-2.665015e-05	1.621619e-05
5.92833e-05   	3.211408e-01	1.604697e-01	1.606711e-01	9.646879e-01	1.692385e-01	7.954494e-01	-3.131055e-01	-1.006728e-04	-2.384565e-05	-1.543742e-05	-3.156436e-05	1.612693e-05
6.0911e-05    	3.179548e-01	1.588863e-01	1.590685e-01	9.604350e-01	1.689837e-01	7.914513e-01	-3.112338e-01	-9.112291e-05	-2.848714e-05	-2.091761e-05	-3.894595e-05	1.802834e-05
6.25392e-05   	3.149373e-01	1.573861e-01	1.575512e-01	9.564616e-01	1.687499e-01	7.877117e-01	-3.094809e-01	-8.257063e-05	-3.162509e-05	-2.415856e-05	-4.370437e-05	1.954581e-05
6.41677e-05   	3.120606e-01	1.559465e-01	1.561141e-01	9.527080e-01	1.685315e-01	7.841765e-01	-3.078225e-01	-8.381553e-05	-3.131445e-05	-2.703411e-05	-4.483151e-05	1.779739e-05
6.57963e-05   	3.093500e-01	1.546039e-01	1.547460e-01	9.492182e-01	1.683326e-01	7.808856e-01	-3.062765e-01	-7.104035e-05	-3.529245e-05	-2.794939e-05	-4.926715e-05	2.131775e-05
6.74249e-05   	3.067345e-01	1.532987e-01	1.534359e-01	9.458560e-01	1.681402e-01	7.777158e-01	-3.047878e-01	-6.860134e-05	-3.795133e-05	-3.280103e-05	-5.435185e-05	2.155081e-05
6.90535e-05   	3.042024e-01	1.520259e-01	1.521765e-01	9.426194e-01	1.679536e-01	7.746658e-01	-3.033561e-01	-7.526911e-05	-3.681527e-05	-3.809745e-05	-5.586400e-05	1.776654e-05
7.0682e-05    	3.017933e-01	1.508257e-01	1.509676e-01	9.395777e-01	1.677802e-01	7.717975e-01	-3.020086e-01	-7.095714e-05	-3.802176e-05	-3.842686e-05	-5.723519e-05	1.880833e-05
7.23104e-05   	2.994578e-01	1.496705e-01	1.497872e-01	9.366249e-01	1.676173e-01	7.690076e-01	-3.006952e-01	-5.834732e-05	-4.297490e-05	-4.166478e-05	-6.380729e-05	2.214251e-05
7.39387e-05   	2.971531e-01	1.485173e-01	1.486358e-01	9.336605e-01	1.674483e-01	7.662122e-01	-2.993820e-01	-5.923667e-05	-4.358463e-05	-4.646146e-05	-6.681536e-05	2.035390e-05
7.55671e-05   	2.949403e-01	1.474110e-01	1.475293e-01	9.308362e-01	1.672888e-01	7.635474e-01	-2.981293e-01	-5.913173e-05	-4.332406e-05	-4.818844e-05	-6.741828e-05	1.922983e-05
7.71954e-05   	2.928294e-01	1.463581e-01	1.464713e-01	9.281808e-01	1.671421e-01	7.610387e-01	-2.969483e-01	-5.662522e-05	-4.459011e-05	-5.118287e-05	-7.018155e-05	1.899867e-05
7.88239e-05   	2.907981e-01	1.453413e-01	1.454568e-01	9.256367e-01	1.670044e-01	7.586323e-01	-2.958140e-01	-5.776092e-05	-4.404065e-05	-5.264499e-05	-7.036314e-05	1.771815e-05
8.04525e-05   	2.888808e-01	1.443820e-01	1.444988e-01	9.233163e-01	1.668860e-01	7.564303e-01	-2.947722e-01	-5.837899e-05	-4.343495e-05	-5.283340e-05	-6.985165e-05	1.701825e-05
8.20814e-05   	2.869846e-01	1.434290e-01	1.435556e-01	9.209899e-01	1.667631e-01	7.542268e-01	-2.937318e-01	-6.331924e-05	-4.154049e-05	-5.436307e-05	-6.872202e-05	1.435896e-05
8.37104e-05   	2.851747e-01	1.425171e-01	1.426576e-01	9.188005e-01	1.666526e-01	7.521479e-01	-2.927476e-01	-7.025361e-05	-4.002096e-05	-5.831315e-05	-6.917754e-05	1.086439e-05
8.53395e-05   	2.834362e-01	1.416489e-01	1.417873e-01	9.167126e-01	1.665463e-01	7.501663e-01	-2.918100e-01	-6.922121e-05	-4.056133e-05	-6.062676e-05	-7.087471e-05	1.024795e-05
8.69688e-05   	2.816833e-01	1.407792e-01	1.409041e-01	9.145243e-01	1.664286e-01	7.480957e-01	-2.908335e-01	-6.248100e-05	-4.222499e-05	-6.070112e-05	-7.257555e-05	1.187444e-05
8.85982e-05   	2.799969e-01	1.399442e-01	1.400528e-01	9.124417e-01	1.663167e-01	7.461250e-01	-2.899041e-01	-5.430913e-05	-4.587557e-05	-6.468253e-05	-7.821683e-05	1.353430e-05
9.02276e-05   	2.783307e-01	1.390998e-01	1.392309e-01	9.103710e-01	1.662043e-01	7.441667e-01	-2.889812e-01	-6.556134e-05	-4.233592e-05	-6.609647e-05	-7.538416e-05	9.287691e-06
9.18572e-05   	2.767517e-01	1.383174e-01	1.384344e-01	9.084935e-01	1.661109e-01	7.423825e-01	-2.881358e-01	-5.850358e-05	-4.421376e-05	-6.383133e-05	-7.612943e-05	1.229810e-05
9.34867e-05   	2.752320e-01	1.375653e-01	1.376667e-01	9.067111e-01	1.660210e-01	7.406901e-01	-2.873346e-01	-5.071907e-05	-4.575128e-05	-6.338233e-05	-7.744244e-05	1.406011e-05
9.51164e-05   	2.738236e-01	1.368658e-01	1.369578e-01	9.051607e-01	1.659468e-01	7.392139e-01	-2.866335e-01	-4.602376e-05	-4.752306e-05	-6.552310e-05	-8.028462e-05	1.476151e-05
9.67461e-05   	2.724507e-01	1.361887e-01	1.362620e-01	9.036416e-01	1.658743e-01	7.377673e-01	-2.859465e-01	-3.661709e-05	-4.901494e-05	-6.187335e-05	-7.995162e-05	1.807827e-05
9.83759e-05   	2.710715e-01	1.355027e-01	1.355688e-01	9.020651e-01	1.657949e-01	7.362702e-01	-2.852377e-01	-3.307107e-05	-4.976809e-05	-6.293271e-05	-8.123445e-05	1.830173e-05
0.000100006   	2.697738e-01	1.348484e-01	1.349254e-01	9.006574e-01	1.657303e-01	7.349270e-01	-2.845983e-01	-3.850555e-05	-4.714698e-05	-6.399247e-05	-7.914321e-05	1.515074e-05
0.000101962   	2.679639e-01	1.339380e-01	1.340260e-01	8.981233e-01	1.655216e-01	7.326017e-01	-2.835401e-01	-4.399543e-05	-4.350029e-05	-6.224296e-05	-7.462176e-05	1.237881e-05
0.000104244   	2.659282e-01	1.329184e-01	1.330098e-01	8.953943e-01	1.653215e-01	7.300728e-01	-2.823756e-01	-4.566080e-05	-4.106069e-05	-6.114361e-05	-7.163249e-05	1.048889e-05
0.000106852   	2.638025e-01	1.318489e-01	1.319536e-01	8.927200e-01	1.651500e-01	7.275699e-01	-2.812100e-01	-5.238551e-05	-3.686060e-05	-5.998194e-05	-6.685157e-05	6.869624e-06
0.000109786   	2.616340e-01	1.307662e-01	1.308678e-01	8.901584e-01	1.650053e-01	7.251531e-01	-2.800739e-01	-5.082020e-05	-3.462253e-05	-5.700139e-05	-6.312323e-05	6.121838e-06
0.000113046   	2.594046e-01	1.296650e-01	1.297396e-01	8.876488e-01	1.648814e-01	7.227674e-01	-2.789430e-01	-3.734216e-05	-3.630750e-05	-5.363108e-05	-6.312304e-05	9.491965e-06
0.000116308   	2.572679e-01	1.285945e-01	1.286734e-01	8.853020e-01	1.647840e-01	7.205180e-01	-2.778670e-01	-3.946286e-05	-3.326516e-05	-5.053605e-05	-5.853319e-05	7.997137e-06
0.000119571   	2.553303e-01	1.276148e-01	1.277156e-01	8.833129e-01	1.647170e-01	7.185959e-01	-2.769395e-01	-5.038814e-05	-2.567911e-05	-4.452498e-05	-4.794160e-05	3.416621e-06
0.000122835   	2.534626e-01	1.266884e-01	1.267742e-01	8.813762e-01	1.646472e-01	7.167290e-01	-2.760409e-01	-4.287896e-05	-2.843375e-05	-4.754626e-05	-5.220688e-05	4.660622e-06
0.000126099   	2.516603e-01	1.258059e-01	1.258543e-01	8.795284e-01	1.645867e-01	7.149417e-01	-2.751775e-01	-2.419429e-05	-3.161688e-05	-4.173150e-05	-5.248263e-05	1.075112e-05
0.000129364   	2.499356e-01	1.249443e-01	1.249913e-01	8.777815e-01	1.645350e-01	7.132466e-01	-2.743558e-01	-2.351523e-05	-3.124553e-05	-4.363896e-05	-5.306501e-05	9.426055e-06
0.000132629   	2.482309e-01	1.240874e-01	1.241435e-01	8.760205e-01	1.644813e-01	7.115392e-01	-2.735290e-01	-2.807990e-05	-2.670004e-05	-4.068997e-05	-4.704503e-05	6.355055e-06
0.000135895   	2.465697e-01	1.232558e-01	1.233139e-01	8.742774e-01	1.644282e-01	7.098492e-01	-2.727105e-01	-2.906621e-05	-2.367778e-05	-3.650333e-05	-4.192945e-05	5.426118e-06
0.00013916    	2.449536e-01	1.224492e-01	1.225044e-01	8.725789e-01	1.643784e-01	7.082006e-01	-2.719111e-01	-2.755684e-05	-2.224743e-05	-3.294513e-05	-3.871999e-05	5.774865e-06
0.000142426   	2.434172e-01	1.216887e-01	1.217285e-01	8.709740e-01	1.643299e-01	7.066441e-01	-2.711571e-01	-1.988533e-05	-2.329155e-05	-3.194173e-05	-3.926242e-05	7.320687e-06
0.000145692   	2.419020e-01	1.209357e-01	1.209663e-01	8.693781e-01	1.642838e-01	7.050943e-01	-2.704052e-01	-1.530879e-05	-2.057683e-05	-2.443217e-05	-3.279291e-05	8.360741e-06
0.000148959   	2.404300e-01	1.202017e-01	1.202284e-01	8.678372e-01	1.642432e-01	7.035939e-01	-2.696753e-01	-1.335629e-05	-1.935340e-05	-2.288705e-05	-3.079692e-05	7.909872e-06
0.000152226   	2.390232e-01	1.194883e-01	1.195350e-01	8.663864e-01	1.642098e-01	7.021766e-01	-2.689834e-01	-2.334575e-05	-1.436736e-05	-2.423578e-05	-2.648525e-05	2.249470e-06
0.000155493   	2.376447e-01	1.188034e-01	1.188412e-01	8.649732e-01	1.641807e-01	7.007926e-01	-2.683060e-01	-1.888731e-05	-1.463661e-05	-2.415126e-05	-2.671224e-05	2.560979e-06
0.00015876    	2.363260e-01	1.181508e-01	1.181752e-01	8.636488e-01	1.641582e-01	6.994906e-01	-2.676662e-01	-1.222698e-05	-1.465063e-05	-2.040769e-05	-2.485448e-05	4.446784e-06
0.000162029   	2.350340e-01	1.175172e-01	1.175168e-01	8.623200e-01	1.641296e-01	6.981904e-01	-2.670304e-01	2.145460e-07	-1.493779e-05	-1.354987e-05	-2.171272e-05	8.162848e-06
0.000165297   	2.337957e-01	1.169064e-01	1.168893e-01	8.610874e-01	1.641089e-01	6.969785e-01	-2.664348e-01	8.583566e-06	-1.555772e-05	-1.136680e-05	-2.124112e-05	9.874326e-06
0.000168567   	2.325661e-01	1.162956e-01	1.162705e-01	8.598414e-01	1.640896e-01	6.957517e-01	-2.658310e-01	1.258696e-05	-1.524349e-05	-9.628028e-06	-2.005750e-05	1.042948e-05
0.000171836   	2.313617e-01	1.156930e-01	1.156688e-01	8.586089e-01	1.640674e-01	6.945415e-01	-2.652371e-01	1.209680e-05	-1.371672e-05	-7.333612e-06	-1.738352e-05	1.004991e-05
0.000175106   	2.301991e-01	1.151120e-01	1.150870e-01	8.574437e-01	1.640526e-01	6.933911e-01	-2.646692e-01	1.248877e-05	-1.111698e-05	-4.123837e-06	-1.317890e-05	9.055066e-06
0.000178375   	2.290740e-01	1.145580e-01	1.145160e-01	8.563519e-01	1.640460e-01	6.923059e-01	-2.641300e-01	2.100141e-05	-1.214946e-05	-7.560341e-07	-1.252748e-05	1.177145e-05
0.000181645   	2.279877e-01	1.140063e-01	1.139814e-01	8.552979e-01	1.640374e-01	6.912605e-01	-2.636115e-01	1.243088e-05	-7.831054e-06	-2.678930e-07	-7.965001e-06	7.697108e-06
